TAG_CODESPACE_AND_TAG_ID,TAG_ID,,,,,UTC_RELEASE_DATE_TIME,EST_TAG_LIFE,UTC_EXPIRATION_DATE_TIME,TAG_MODEL,TAG_TYPE,,,,,COMMON_NAME,SCIENTIFIC_NAME,RELEASE_LOCATION,,,,,,TAG_IMPLANT_TYPE,COMMENTS
A69-1601-380,380,,,,,9/18/2012,386,10/9/2013,V13-1X,Standard,,Maine DMR,Gail Wippelhauser,,Striped bass,Morone saxatilis,Kennebec River- Maine,,102578,,,,Internal,
A69-1601-381,381,,,,,9/18/2012,386,10/9/2013,V13-1X,Standard,,Maine DMR,Gail Wippelhauser,,Striped bass,Morone saxatilis,Kennebec River- Maine,,102580,,,,Internal,
A69-1601-382,382,,,,,9/28/2012,386,10/19/2013,V13-1X,Standard,,Maine DMR,Gail Wippelhauser,,Striped bass,Morone saxatilis,Kennebec River- Maine,,102581,,,,Internal,
A69-1601-384,384,,,,,9/18/2012,386,10/9/2013,V13-1X,Standard,,Maine DMR,Gail Wippelhauser,,Striped bass,Morone saxatilis,Kennebec River- Maine,,102577,,,,Internal,
A69-9001-32515,32515,,,,,8/24/2012,3650,8/22/2022,V16-6X,Standard,,Maine DMR,Gail Wippelhauser,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Kennebec River- Maine,,,087611774,,,Internal,
A69-9001-32516,32516,,,,,8/24/2012,3650,8/22/2022,V16-6X,Standard,,Maine DMR,Gail Wippelhauser,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Kennebec River- Maine,,,087611283,,,Internal,
A69-9001-32517,32517,,,,,7/31/2012,3650,7/29/2022,V16-6X,Standard,,Maine DMR,Gail Wippelhauser,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Kennebec River- Maine,,,087615323,,,Internal,
A69-9001-32520,32520,,,,,8/24/2012,3650,8/22/2022,V16-6X,Standard,,Maine DMR,Gail Wippelhauser,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Kennebec River- Maine,,,087618774,,,Internal,
A69-9001-32521,32521,,,,,8/24/2012,3650,8/22/2022,V16-6X,Standard,,Maine DMR,Gail Wippelhauser,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Kennebec River- Maine,,,087618630,,,Internal,male
A69-9001-32523,32523,,,,,8/24/2012,3650,8/22/2022,V16-6X,Standard,,Maine DMR,Gail Wippelhauser,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Kennebec River- Maine,,,087610287,,,Internal,male
A69-9001-32524,32524,,,,,8/24/2012,3650,8/22/2022,V16-6X,Standard,,Maine DMR,Gail Wippelhauser,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Kennebec River- Maine,,,087611081,,,Internal,
A69-9001-32525,32525,,,,,8/24/2012,3650,8/22/2022,V16-6X,Standard,,Maine DMR,Gail Wippelhauser,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Kennebec River- Maine,,,087611602,,,Internal,
A69-9001-32527,32527,,,,,7/31/2012,3650,7/29/2022,V16-6X,Standard,,Maine DMR,Gail Wippelhauser,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Kennebec River- Maine,,,087610073,,,Internal,
A69-9001-32528,32528,,,,,7/31/2012,3650,7/29/2022,V16-6X,Standard,,Maine DMR,Gail Wippelhauser,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Kennebec River- Maine,,,087770801,,,Internal,
A69-9001-32529,32529,,,,,7/30/2012,3650,7/28/2022,V16-6X,Standard,,Maine DMR,Gail Wippelhauser,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Kennebec River- Maine,,,043033017,,,Internal,
A69-9001-32530,32530,,,,,7/31/2012,3650,7/29/2022,V16-6X,Standard,,Maine DMR,Gail Wippelhauser,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Kennebec River- Maine,,,087619022,,,Internal,
A69-9001-32531,32531,,,,,7/30/2012,3650,7/28/2022,V16-6X,Standard,,Maine DMR,Gail Wippelhauser,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Kennebec River- Maine,,,043287033,,,Internal,
A69-9001-32532,32532,,,,,7/30/2012,3650,7/28/2022,V16-6X,Standard,,Maine DMR,Gail Wippelhauser,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Kennebec River- Maine,,,042778040,,,Internal,
A69-9001-32533,32533,,,,,8/27/2012,3650,8/25/2022,V16-6X,Standard,,Maine DMR,Gail Wippelhauser,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Kennebec River- Maine,,,087611269,,,Internal,
A69-9001-32534,32534,,,,,8/30/2012,3650,8/28/2022,V16-6X,Standard,,Maine DMR,Gail Wippelhauser,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Kennebec River- Maine,,,3D9.257C63C5E5,,,Internal,previous PIT tag
A69-9001-30386,30386,,,,,8/9/2012,2993,10/19/2020,V16-4X,Standard,,Maine DMR,Gail Wippelhauser,,Shortnose sturgeon,Acipenser brevirostrum,Kennebec River- Maine,,48561,384.1B79701063,,,Internal,female
A69-9001-30387,30387,,,,,8/13/2012,2993,10/23/2020,V16-4X,Standard,,Maine DMR,Gail Wippelhauser,,Shortnose sturgeon,Acipenser brevirostrum,Kennebec River- Maine,,48567,384.1B797007EC,,,Internal,female
A69-9001-30389,30389,,,,,8/9/2012,2993,10/19/2020,V16-4X,Standard,,Maine DMR,Gail Wippelhauser,,Shortnose sturgeon,Acipenser brevirostrum,Kennebec River- Maine,,48560,384.1B79700EC3,,,Internal,
A69-9001-30390,30390,,,,,8/13/2012,2993,10/23/2020,V16-4X,Standard,,Maine DMR,Gail Wippelhauser,,Shortnose sturgeon,Acipenser brevirostrum,Kennebec River- Maine,,48566,384.1B796FCB0D,,,Internal,
A69-9001-30391,30391,,,,,7/26/2012,2993,10/5/2020,V16-4X,Standard,,Maine DMR,Gail Wippelhauser,,Shortnose sturgeon,Acipenser brevirostrum,Kennebec River- Maine,,48551,384.1B79701BB8,,,Internal,
A69-9001-30392,30392,,,,,8/9/2012,2993,10/19/2020,V16-4X,Standard,,Maine DMR,Gail Wippelhauser,,Shortnose sturgeon,Acipenser brevirostrum,Kennebec River- Maine,,48559,384.1B79701208,,,Internal,male
A69-9001-30393,30393,,,,,8/13/2012,2993,10/23/2020,V16-4X,Standard,,Maine DMR,Gail Wippelhauser,,Shortnose sturgeon,Acipenser brevirostrum,Kennebec River- Maine,,48565,384.1B7970104B,,,Internal,
A69-9001-30394,30394,,,,,7/26/2012,2993,10/5/2020,V16-4X,Standard,,Maine DMR,Gail Wippelhauser,,Shortnose sturgeon,Acipenser brevirostrum,Kennebec River- Maine,,48552,384.1B7970113D,,,Internal,
A69-9001-30395,30395,,,,,8/9/2012,2993,10/19/2020,V16-4X,Standard,,Maine DMR,Gail Wippelhauser,,Shortnose sturgeon,Acipenser brevirostrum,Kennebec River- Maine,,48558,384.1B79701680,,,Internal,
A69-9001-30396,30396,,,,,8/13/2012,2993,10/23/2020,V16-4X,Standard,,Maine DMR,Gail Wippelhauser,,Shortnose sturgeon,Acipenser brevirostrum,Kennebec River- Maine,,48564,384.1B797011F6,,,Internal,female
A69-9001-30397,30397,,,,,8/1/2012,2993,10/11/2020,V16-4X,Standard,,Maine DMR,Gail Wippelhauser,,Shortnose sturgeon,Acipenser brevirostrum,Kennebec River- Maine,,48553,384.1B79700062,,,Internal,
A69-9001-30398,30398,,,,,8/9/2012,2993,10/19/2020,V16-4X,Standard,,Maine DMR,Gail Wippelhauser,,Shortnose sturgeon,Acipenser brevirostrum,Kennebec River- Maine,,48556,384.1B79700675,,,Internal,
A69-9001-30399,30399,,,,,8/13/2012,2993,10/23/2020,V16-4X,Standard,,Maine DMR,Gail Wippelhauser,,Shortnose sturgeon,Acipenser brevirostrum,Kennebec River- Maine,,48563,384.1B79701BCE,,,Internal,
A69-9001-30401,30401,,,,,8/9/2012,2993,10/19/2020,V16-4X,Standard,,Maine DMR,Gail Wippelhauser,,Shortnose sturgeon,Acipenser brevirostrum,Kennebec River- Maine,,48555,384.1B79701467,,,Internal,female
A69-9001-30403,30403,,,,,8/9/2012,2993,10/19/2020,V16-4X,Standard,,Maine DMR,Gail Wippelhauser,,Shortnose sturgeon,Acipenser brevirostrum,Kennebec River- Maine,,48554,384.1B79700C74,,,Internal,
A69-9001-30404,30404,,,,,8/9/2012,2993,10/19/2020,V16-4X,Standard,,Maine DMR,Gail Wippelhauser,,Shortnose sturgeon,Acipenser brevirostrum,Kennebec River- Maine,,48557,384.1B797019A0,,,Internal,
A69-9001-28164,28164,,,,,10/24/2012,2993,1/3/2021,V16-4X,Standard,,Maine DMR,Gail Wippelhauser,,Shortnose sturgeon,Acipenser brevirostrum,Kennebec River- Maine,,48572,384.1B7970147E,,,Internal,male
A69-9001-30112,30112,,,,,5/3/2012,2331,9/20/2018,V16,Standard,,Stony Brook University,Keith Dunton,,Atlantic Sturgeon,Acipenser oxyrinchus oxyrinchus,NY/NJ Coast,,,467B58244C,102154,,Internal,
A69-9001-30149,30149,,,,,5/3/2012,2331,9/20/2018,V16,Standard,,Stony Brook University,Keith Dunton,,Atlantic Sturgeon,Acipenser oxyrinchus oxyrinchus,NY/NJ Coast,,,985121014378293,102130,,Internal,
A69-9001-30150,30150,,,,,5/3/2012,2331,9/20/2018,V16,Standard,,Stony Brook University,Keith Dunton,,Atlantic Sturgeon,Acipenser oxyrinchus oxyrinchus,NY/NJ Coast,,,985121014372223,101952,,Internal,
A69-9001-30151,30151,,,,,5/3/2012,2331,9/20/2018,V16,Standard,,Stony Brook University,Keith Dunton,,Atlantic Sturgeon,Acipenser oxyrinchus oxyrinchus,NY/NJ Coast,,,985121014378385,101385,,Internal,
A69-9001-30152,30152,,,,,5/3/2012,2331,9/20/2018,V16,Standard,,Stony Brook University,Keith Dunton,,Atlantic Sturgeon,Acipenser oxyrinchus oxyrinchus,NY/NJ Coast,,,985121013763250,101963,,Internal,
A69-9001-30153,30153,,,,,5/3/2012,2331,9/20/2018,V16,Standard,,Stony Brook University,Keith Dunton,,Atlantic Sturgeon,Acipenser oxyrinchus oxyrinchus,NY/NJ Coast,,,985121014781785,101957,,Internal,
A69-9001-30154,30154,,,,,5/3/2012,2331,9/20/2018,V16,Standard,,Stony Brook University,Keith Dunton,,Atlantic Sturgeon,Acipenser oxyrinchus oxyrinchus,NY/NJ Coast,,,985121015011894,101967,,Internal,
A69-9001-30155,30155,,,,,5/3/2012,2331,9/20/2018,V16,Standard,,Stony Brook University,Keith Dunton,,Atlantic Sturgeon,Acipenser oxyrinchus oxyrinchus,NY/NJ Coast,,,,101953,,Internal,
A69-9001-30156,30156,,,,,5/3/2012,2331,9/20/2018,V16,Standard,,Stony Brook University,Keith Dunton,,Atlantic Sturgeon,Acipenser oxyrinchus oxyrinchus,NY/NJ Coast,,,985121014842867,101960,,Internal,
A69-9001-30157,30157,,,,,5/4/2012,2331,9/21/2018,V16,Standard,,Stony Brook University,Keith Dunton,,Atlantic Sturgeon,Acipenser oxyrinchus oxyrinchus,NY/NJ Coast,,,900118001502260,101991,,Internal,
A69-9001-30158,30158,,,,,5/4/2012,2331,9/21/2018,V16,Standard,,Stony Brook University,Keith Dunton,,Atlantic Sturgeon,Acipenser oxyrinchus oxyrinchus,NY/NJ Coast,,,900118001497894,101976,,Internal,
A69-9001-30159,30159,,,,,5/4/2012,2331,9/21/2018,V16,Standard,,Stony Brook University,Keith Dunton,,Atlantic Sturgeon,Acipenser oxyrinchus oxyrinchus,NY/NJ Coast,,,900188001504214,101981,,Internal,
A69-9001-30160,30160,,,,,5/4/2012,2331,9/21/2018,V16,Standard,,Stony Brook University,Keith Dunton,,Atlantic Sturgeon,Acipenser oxyrinchus oxyrinchus,NY/NJ Coast,,,900118001502445,101977,,Internal,
A69-9001-30161,30161,,,,,5/4/2012,2331,9/21/2018,V16,Standard,,Stony Brook University,Keith Dunton,,Atlantic Sturgeon,Acipenser oxyrinchus oxyrinchus,NY/NJ Coast,,,900118001502578,101997,,Internal,
A69-9001-30162,30162,,,,,5/4/2012,2331,9/21/2018,V16,Standard,,Stony Brook University,Keith Dunton,,Atlantic Sturgeon,Acipenser oxyrinchus oxyrinchus,NY/NJ Coast,,,900118001504400,101985,,Internal,
A69-9001-30163,30163,,,,,5/4/2012,2331,9/21/2018,V16,Standard,,Stony Brook University,Keith Dunton,,Atlantic Sturgeon,Acipenser oxyrinchus oxyrinchus,NY/NJ Coast,,,900118001503725,101992,,Internal,
A69-9001-30164,30164,,,,,5/4/2012,2331,9/21/2018,V16,Standard,,Stony Brook University,Keith Dunton,,Atlantic Sturgeon,Acipenser oxyrinchus oxyrinchus,NY/NJ Coast,,,900118001502886,101911,,Internal,
A69-9001-30165,30165,,,,,5/4/2012,2331,9/21/2018,V16,Standard,,Stony Brook University,Keith Dunton,,Atlantic Sturgeon,Acipenser oxyrinchus oxyrinchus,NY/NJ Coast,,,985121014370536,102137,,Internal,
A69-9001-30166,30166,,,,,5/4/2012,2331,9/21/2018,V16,Standard,,Stony Brook University,Keith Dunton,,Atlantic Sturgeon,Acipenser oxyrinchus oxyrinchus,NY/NJ Coast,,,985121014374567,102146,,Internal,
A69-9001-30167,30167,,,,,5/4/2012,2331,9/21/2018,V16,Standard,,Stony Brook University,Keith Dunton,,Atlantic Sturgeon,Acipenser oxyrinchus oxyrinchus,NY/NJ Coast,,,985121014372073,102129,,Internal,
A69-9001-30168,30168,,,,,5/4/2012,2331,9/21/2018,V16,Standard,,Stony Brook University,Keith Dunton,,Atlantic Sturgeon,Acipenser oxyrinchus oxyrinchus,NY/NJ Coast,,,985121014393696,102125,,Internal,
A69-9001-30169,30169,,,,,5/4/2012,2331,9/21/2018,V16,Standard,,Stony Brook University,Keith Dunton,,Atlantic Sturgeon,Acipenser oxyrinchus oxyrinchus,NY/NJ Coast,,,985121014375656,102133,,Internal,
A69-9001-30170,30170,,,,,5/4/2012,2331,9/21/2018,V16,Standard,,Stony Brook University,Keith Dunton,,Atlantic Sturgeon,Acipenser oxyrinchus oxyrinchus,NY/NJ Coast,,,900118001504157,101905,,Internal,
A69-9001-30171,30171,,,,,5/4/2012,2331,9/21/2018,V16,Standard,,Stony Brook University,Keith Dunton,,Atlantic Sturgeon,Acipenser oxyrinchus oxyrinchus,NY/NJ Coast,,,900118001503297,101986,,Internal,
A69-9001-30172,30172,,,,,5/4/2012,2331,9/21/2018,V16,Standard,,Stony Brook University,Keith Dunton,,Atlantic Sturgeon,Acipenser oxyrinchus oxyrinchus,NY/NJ Coast,,,985121014370750,102197,,Internal,
A69-9001-30173,30173,,,,,5/4/2012,2331,9/21/2018,V16,Standard,,Stony Brook University,Keith Dunton,,Atlantic Sturgeon,Acipenser oxyrinchus oxyrinchus,NY/NJ Coast,,,985121014373428,102126,,Internal,
A69-9001-30174,30174,,,,,5/4/2012,2331,9/21/2018,V16,Standard,,Stony Brook University,Keith Dunton,,Atlantic Sturgeon,Acipenser oxyrinchus oxyrinchus,NY/NJ Coast,,,985121015009319,102140,,Internal,
A69-9001-30175,30175,,,,,5/4/2012,2331,9/21/2018,V16,Standard,,Stony Brook University,Keith Dunton,,Atlantic Sturgeon,Acipenser oxyrinchus oxyrinchus,NY/NJ Coast,,,985121014395048,102145,,Internal,
A69-9001-30176,30176,,,,,5/4/2012,2331,9/21/2018,V16,Standard,,Stony Brook University,Keith Dunton,,Atlantic Sturgeon,Acipenser oxyrinchus oxyrinchus,NY/NJ Coast,,,900118001501446,101999,,Internal,
A69-9001-30177,30177,,,,,5/3/2012,2331,9/20/2018,V16,Standard,,Stony Brook University,Keith Dunton,,Atlantic Sturgeon,Acipenser oxyrinchus oxyrinchus,NY/NJ Coast,,,985121014372829,102134,,Internal,
A69-9001-30178,30178,,,,,5/3/2012,2331,9/20/2018,V16,Standard,,Stony Brook University,Keith Dunton,,Atlantic Sturgeon,Acipenser oxyrinchus oxyrinchus,NY/NJ Coast,,,985121014379809,102135,,Internal,
A69-9001-30179,30179,,,,,5/3/2012,2331,9/20/2018,V16,Standard,,Stony Brook University,Keith Dunton,,Atlantic Sturgeon,Acipenser oxyrinchus oxyrinchus,NY/NJ Coast,,,985121014378364,102144,,Internal,
A69-9001-30180,30180,,,,,5/3/2012,2331,9/20/2018,V16,Standard,,Stony Brook University,Keith Dunton,,Atlantic Sturgeon,Acipenser oxyrinchus oxyrinchus,NY/NJ Coast,,,985121014372048,102128,,Internal,
A69-9001-30181,30181,,,,,5/3/2012,2331,9/20/2018,V16,Standard,,Stony Brook University,Keith Dunton,,Atlantic Sturgeon,Acipenser oxyrinchus oxyrinchus,NY/NJ Coast,,,985121014369237,102149,,Internal,
A69-9001-30182,30182,,,,,10/24/2011,2331,3/12/2018,V16,Standard,,Stony Brook University,Keith Dunton,,Atlantic Sturgeon,Acipenser oxyrinchus oxyrinchus,NY/NJ Coast,,,985121014380281,100124,,Internal,
A69-9001-30183,30183,,,,,10/25/2011,2331,3/13/2018,V16,Standard,,Stony Brook University,Keith Dunton,,Atlantic Sturgeon,Acipenser oxyrinchus oxyrinchus,NY/NJ Coast,,,985121014382152,100197,,Internal,
A69-9001-30330,30330,,,,,10/13/2011,2331,3/1/2018,V16,Standard,,Stony Brook University,Keith Dunton,,Atlantic Sturgeon,Acipenser oxyrinchus oxyrinchus,NY/NJ Coast,,,985121014376200,100204,,Internal,
A69-9001-30331,30331,,,,,10/12/2011,2331,2/28/2018,V16,Standard,,Stony Brook University,Keith Dunton,,Atlantic Sturgeon,Acipenser oxyrinchus oxyrinchus,NY/NJ Coast,,,985161000857169,100191,,Internal,
A69-9001-30333,30333,,,,,10/12/2011,2331,2/28/2018,V16,Standard,,Stony Brook University,Keith Dunton,,Atlantic Sturgeon,Acipenser oxyrinchus oxyrinchus,NY/NJ Coast,,,985121014332354,100218,,Internal,
A69-9001-30472,30472,,,,,4/11/2012,2331,8/29/2018,V16-6H,Standard,,Delaware State University,Dewayne Fox,Matthew Breece,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Coastal Delaware,,,,,,Internal,
A69-9001-30474,30474,,,,,4/12/2012,2331,8/30/2018,V16-6H,Standard,,Delaware State University,Dewayne Fox,Matthew Breece,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Coastal Delaware,,,,,,Internal,
A69-9001-30479,30479,,,,,4/14/2012,2331,9/1/2018,V16-6H,Standard,,Delaware State University,Dewayne Fox,Matthew Breece,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Coastal Delaware,,,,,,Internal,
A69-9001-30478,30478,,,,,4/13/2012,2331,8/31/2018,V16-6H,Standard,,Delaware State University,Dewayne Fox,Matthew Breece,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Coastal Delaware,,,,,,Internal,
A69-9001-30481,30481,,,,,4/14/2012,2331,9/1/2018,V16-6H,Standard,,Delaware State University,Dewayne Fox,Matthew Breece,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Coastal Delaware,,,,,,Internal,
A69-9001-30482,30482,,,,,4/17/2012,2331,9/4/2018,V16-6H,Standard,,Delaware State University,Dewayne Fox,Matthew Breece,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Coastal Delaware,,,,,,Internal,
A69-9001-30486,30486,,,,,4/19/2012,2331,9/6/2018,V16-6H,Standard,,Delaware State University,Dewayne Fox,Matthew Breece,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Coastal Delaware,,,,,,Internal,
A69-9001-30488,30488,,,,,4/17/2012,2331,9/4/2018,V16-6H,Standard,,Delaware State University,Dewayne Fox,Matthew Breece,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Coastal Delaware,,,,,,Internal,
A69-9001-30489,30489,,,,,4/20/2012,2331,9/7/2018,V16-6H,Standard,,Delaware State University,Dewayne Fox,Matthew Breece,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Coastal Delaware,,,,,,Internal,
A69-9001-30490,30490,,,,,4/20/2012,2331,9/7/2018,V16-6H,Standard,,Delaware State University,Dewayne Fox,Matthew Breece,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Coastal Delaware,,,,,,Internal,
A69-9001-30491,30491,,,,,4/20/2012,2331,9/7/2018,V16-6H,Standard,,Delaware State University,Dewayne Fox,Matthew Breece,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Coastal Delaware,,,,,,Internal,
A69-9001-30492,30492,,,,,4/21/2012,2331,9/8/2018,V16-6H,Standard,,Delaware State University,Dewayne Fox,Matthew Breece,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Coastal Delaware,,,,,,Internal,
A69-9001-30493,30493,,,,,4/17/2012,2331,9/4/2018,V16-6H,Standard,,Delaware State University,Dewayne Fox,Matthew Breece,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Coastal Delaware,,,,,,Internal,
A69-9001-30494,30494,,,,,4/17/2012,2331,9/4/2018,V16-6H,Standard,,Delaware State University,Dewayne Fox,Matthew Breece,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Coastal Delaware,,,,,,Internal,
A69-1601-32503,32503,,,,,3/29/2012,1248,8/29/2015,V16-6H,Standard,,Delaware State University,Dewayne Fox,Matthew Breece,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Coastal Delaware,,,,,,Internal,
A69-1601-32507,32507,,,,,4/1/2012,1248,9/1/2015,V16-6H,Standard,,Delaware State University,Dewayne Fox,Matthew Breece,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Coastal Delaware,,,,,,Internal,
A69-1601-31638,31638,,,,,7/31/2012,855,12/3/2014,V16-5H,Standard,,Delaware State University,Dewayne Fox,James Kilfoil,Sand tiger shark,Carcharius taurus,Coastal Delaware,,,,,,External,
A69-1601-31639,31639,,,,,7/31/2012,855,12/3/2014,V16-5H,Standard,,Delaware State University,Dewayne Fox,James Kilfoil,Sand tiger shark,Carcharius taurus,Coastal Delaware,,,,,,External,
A69-1601-31640,31640,,,,,7/31/2012,855,12/3/2014,V16-5H,Standard,,Delaware State University,Dewayne Fox,James Kilfoil,Sand tiger shark,Carcharius taurus,Coastal Delaware,,,,,,External,
A69-1601-31641,31641,,,,,8/4/2012,855,12/7/2014,V16-5H,Standard,,Delaware State University,Dewayne Fox,James Kilfoil,Sand tiger shark,Carcharius taurus,Coastal Delaware,,,,,,External,
A69-1601-31642,31642,,,,,8/4/2012,855,12/7/2014,V16-5H,Standard,,Delaware State University,Dewayne Fox,James Kilfoil,Sand tiger shark,Carcharius taurus,Coastal Delaware,,,,,,External,
A69-1601-31643,31643,,,,,8/4/2012,855,12/7/2014,V16-5H,Standard,,Delaware State University,Dewayne Fox,James Kilfoil,Sand tiger shark,Carcharius taurus,Coastal Delaware,,,,,,External,
A69-1601-31644,31644,,,,,8/10/2012,855,12/13/2014,V16-5H,Standard,,Delaware State University,Dewayne Fox,James Kilfoil,Sand tiger shark,Carcharius taurus,Coastal Delaware,,,,,,External,
A69-1601-31645,31645,,,,,8/10/2012,855,12/13/2014,V16-5H,Standard,,Delaware State University,Dewayne Fox,James Kilfoil,Sand tiger shark,Carcharius taurus,Coastal Delaware,,,,,,External,
A69-1601-31646,31646,,,,,8/10/2012,855,12/13/2014,V16-5H,Standard,,Delaware State University,Dewayne Fox,James Kilfoil,Sand tiger shark,Carcharius taurus,Coastal Delaware,,,,,,External,
A69-1601-31647,31647,,,,,8/11/2012,855,12/14/2014,V16-5H,Standard,,Delaware State University,Dewayne Fox,James Kilfoil,Sand tiger shark,Carcharius taurus,Coastal Delaware,,,,,,External,
A69-1601-31648,31648,,,,,8/11/2012,855,12/14/2014,V16-5H,Standard,,Delaware State University,Dewayne Fox,James Kilfoil,Sand tiger shark,Carcharius taurus,Coastal Delaware,,,,,,External,
A69-1601-31649,31649,,,,,8/11/2012,855,12/14/2014,V16-5H,Standard,,Delaware State University,Dewayne Fox,James Kilfoil,Sand tiger shark,Carcharius taurus,Coastal Delaware,,,,,,External,
A69-1601-31650,31650,,,,,8/11/2012,855,12/14/2014,V16-5H,Standard,,Delaware State University,Dewayne Fox,James Kilfoil,Sand tiger shark,Carcharius taurus,Coastal Delaware,,,,,,External,
A69-1601-31651,31651,,,,,8/11/2012,855,12/14/2014,V16-5H,Standard,,Delaware State University,Dewayne Fox,James Kilfoil,Sand tiger shark,Carcharius taurus,Coastal Delaware,,,,,,External,
A69-1601-31652,31652,,,,,8/12/2012,855,12/15/2014,V16-5H,Standard,,Delaware State University,Dewayne Fox,James Kilfoil,Sand tiger shark,Carcharius taurus,Coastal Delaware,,,,,,External,
A69-1601-31653,31653,,,,,8/12/2012,855,12/15/2014,V16-5H,Standard,,Delaware State University,Dewayne Fox,James Kilfoil,Sand tiger shark,Carcharius taurus,Coastal Delaware,,,,,,External,
A69-1601-31654,31654,,,,,8/15/2012,855,12/18/2014,V16-5H,Standard,,Delaware State University,Dewayne Fox,James Kilfoil,Sand tiger shark,Carcharius taurus,Coastal Delaware,,,,,,External,
A69-1601-31655,31655,,,,,8/15/2012,855,12/18/2014,V16-5H,Standard,,Delaware State University,Dewayne Fox,James Kilfoil,Sand tiger shark,Carcharius taurus,Coastal Delaware,,,,,,External,
A69-1601-31656,31656,,,,,8/15/2012,855,12/18/2014,V16-5H,Standard,,Delaware State University,Dewayne Fox,James Kilfoil,Sand tiger shark,Carcharius taurus,Coastal Delaware,,,,,,External,
A69-1601-31657,31657,,,,,8/15/2012,855,12/18/2014,V16-5H,Standard,,Delaware State University,Dewayne Fox,James Kilfoil,Sand tiger shark,Carcharius taurus,Coastal Delaware,,,,,,External,
A69-1601-31658,31658,,,,,8/17/2012,855,12/20/2014,V16-5H,Standard,,Delaware State University,Dewayne Fox,James Kilfoil,Sand tiger shark,Carcharius taurus,Coastal Delaware,,,,,,External,
A69-1601-31659,31659,,,,,8/17/2012,855,12/20/2014,V16-5H,Standard,,Delaware State University,Dewayne Fox,James Kilfoil,Sand tiger shark,Carcharius taurus,Coastal Delaware,,,,,,External,
A69-1601-31660,31660,,,,,8/17/2012,855,12/20/2014,V16-5H,Standard,,Delaware State University,Dewayne Fox,James Kilfoil,Sand tiger shark,Carcharius taurus,Coastal Delaware,,,,,,External,
A69-1601-31661,31661,,,,,8/17/2012,855,12/20/2014,V16-5H,Standard,,Delaware State University,Dewayne Fox,James Kilfoil,Sand tiger shark,Carcharius taurus,Coastal Delaware,,,,,,External,
A69-1601-31662,31662,,,,,8/17/2012,855,12/20/2014,V16-5H,Standard,,Delaware State University,Dewayne Fox,James Kilfoil,Sand tiger shark,Carcharius taurus,Coastal Delaware,,,,,,External,
A69-9002-15503,15503,,,,,6/21/2012,1063,5/20/2015,V16-5x,Pressure,,CT DEP,Tom Savoy,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,CT,,,,,,Internal,
A69-9002-15507,15507,,,,,5/4/2012,1063,4/2/2015,V16-5x,Pressure,,CT DEP,Tom Savoy,,Shortnose sturgeon,Acipenser brevirostrum,CT,,,,,,Internal,
A69-9002-15509,15509,,,,,4/25/2012,1063,3/24/2015,V16-5x,Pressure,,CT DEP,Tom Savoy,,Shortnose sturgeon,Acipenser brevirostrum,CT,,,,,,Internal,
A69-9002-15511,15511,,,,,4/20/2012,1063,3/19/2015,V16-5x,Pressure,,CT DEP,Tom Savoy,,Shortnose sturgeon,Acipenser brevirostrum,CT,,,,,,Internal,
A69-9002-15513,15513,,,,,4/23/2012,1063,3/22/2015,V16-5x,Pressure,,CT DEP,Tom Savoy,,Shortnose sturgeon,Acipenser brevirostrum,CT,,,,,,Internal,
